"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"Vedomosti.ru","ФСТЭК проверит начальников по информбезопасности на профпригодность","Мария Арялина","2024-12-19T02:37:29","https://www.vedomosti.ru/technology/articles/2024/12/19/1082275-fstek-proverit-nachalnikov-po-informbezopasnosti-na-profprigodnost","https://cdn.vdmsti.ru/image/2024/9t/1dx48j/normal-1sp2.jpg","Технологии / ИТ-бизнес","Society","1"
"Vedomosti.ru","Спрос на инженеров и монтажников телекомоборудования у операторов вырос на 10%","""Ника Сизова, Анна Устинова""","2025-08-15T00:16:42","https://www.vedomosti.ru/technology/articles/2025/08/15/1131735-spros-na-inzhenerov-i-montazhnikov-telekomoborudovaniya-viros","https://cdn.vdmsti.ru/image/2025/6a/1e9rtq/normal-1t5g.jpg","Технологии","Science and tech","1"
"RT","European elites know Ukraine is doomed – Mearsheimer","RT","2025-12-15T17:12:37","https://www.rt.com/russia/629485-european-elites-ukraine-doomed/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6940414720302754d75a8f66.jpg","Россия","Politics","1"
"TASS","""Хоккеист """"Автомобилиста"""" Да Коста вошел в состав сборной Франции на Олимпиаду""","","2025-12-23T21:10:18","https://tass.ru/sport/26000147","https://cdn-media.tass.ru/fit/400x300_b2b00b17/tass/m2/uploads/i/20251223/8702447.jpg","Спорт","Economics","4"
"Vedomosti.ru","Люк Бессон: «Один Андрей Тарковский чего стоит»","Анна Нехаева","2025-09-05T00:18:20","https://www.vedomosti.ru/lifestyle/characters/2025/09/05/1136709-lyuk-besson-odin-tarkovskii-chego-stoit","https://cdn.vdmsti.ru/image/2025/6w/lubh/normal-sb.jpg","Стиль жизни / Культура","Politics","1"
"Vedomosti.ru","Банк России продлил нулевую комиссию по операциям с цифровыми рублями","Ведомости","2025-11-21T17:11:26","https://www.vedomosti.ru/finance/news/2025/11/21/1157064-prodlil-nulevuyu-komissiyu","https://cdn.vdmsti.ru/image/2025/91/10gy63/normal-1b9l.jpg","Финансы","Politics","1"
"Vedomosti.ru","ВС РФ взяли под контроль Андреевку и Прилипку","Ведомости","2025-12-23T12:42:43","https://www.vedomosti.ru/politics/news/2025/12/23/1165660-vs-rf-vzyali","https://cdn.vdmsti.ru/image/2025/9x/r15gr/normal-z17.jpg","Политика / Международные отношения","Politics","3"
"Vedomosti.ru","Россия и Африка в 2063: образы будущего сотрудничества","Валентин Бианки","2025-10-07T01:29:22","https://www.vedomosti.ru/opinion/columns/2025/10/07/1144755-rossiya-i-afrika-v-2063-m-obrazi-buduschego-sotrudnichestva","https://cdn.vdmsti.ru/image/2025/7s/36eun/normal-44a.jpg","Мнения / Аналитика","Politics","1"
"Vedomosti.ru","Армия России взяла под контроль Вильчу в Харьковской области","Ведомости","2025-12-22T13:07:36","https://www.vedomosti.ru/politics/news/2025/12/22/1165310-armiya-rossii","https://cdn.vdmsti.ru/image/2025/9w/s0byd/normal-10as.jpg","Политика / Армия и спецслужбы","Politics","2"
"Vedomosti.ru","Росстандарт запретил продажу китайских грузовиков четырех марок","Светлана Афонина","2025-07-31T00:46:07","https://www.vedomosti.ru/auto/articles/2025/07/31/1128153-rosstandart-zapretil-prodazhu-kitaiskih-gruzovikov-chetireh-marok","https://cdn.vdmsti.ru/image/2025/5v/1d8loe/normal-1rta.jpg","Авто / Коммерческий транспорт","Sport","1"
"Vedomosti.ru","Власти Якутии рассматривают организацию майнинга на газовых участках «Алросы»","Василий Милькин","2025-12-19T01:33:06","https://www.vedomosti.ru/business/articles/2025/12/19/1164587-vlasti-yakutii-rassmatrivayut-organizatsiyu-maininga","https://cdn.vdmsti.ru/image/2025/9s/1c4pmv/normal-1qdl.jpg","Бизнес / ТЭК","Politics","1"
"RT","""India’s third energy front lies in the Arctic, and Russia holds the key to it""","RT","2025-12-22T15:30:52","https://www.rt.com/india/629786-india-russia-arctic-cooperation/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69491818203027154b781787.jpg","","Unknown","2"
"TASS","В девяти муниципалитетах Липецкой области объявили угрозу атаки БПЛА","","2025-12-23T20:24:59","https://tass.ru/proisshestviya/25999981","","Происшествия","Science and tech","4"
"Vedomosti.ru","Минфин разрабатывает новые инструменты по выводу бизнеса из «серой» зоны","Дарья Мосолкина","2025-12-23T17:23:26","https://www.vedomosti.ru/economics/articles/2025/12/23/1165772-novie-instrumenti-po-vivodu","https://cdn.vdmsti.ru/image/2025/9x/112kq2/normal-1c1l.png","Экономика","Politics","4"
"Vedomosti.ru","Лукашенко назвал «Лада» и «Москвич» хорошими автомобилями","Ведомости","2025-06-26T19:12:17","https://www.vedomosti.ru/politics/news/2025/06/26/1120422-lukashenko-nazval-rossiiskie","https://cdn.vdmsti.ru/image/2025/4x/151gg9/normal-1h6t.jpg","Авто / Автомобильная промышленность","Culture","1"
"Vedomosti.ru","""Игорь Волошин: «Я – это ренессанс понятия """"любовь"""" в современном мире»""","Лариса Малюкова","2025-12-19T01:07:36","https://www.vedomosti.ru/media/characters/2025/12/19/1164538-igor-voloshin","https://cdn.vdmsti.ru/image/2025/9s/1aqlpw/normal-1okn.jpg","Медиа","Politics","1"
"Vedomosti.ru","F6: в 2025 году в публичный доступ попали более 760 млн строк с данными россиян","Ведомости","2025-12-16T09:24:11","https://www.vedomosti.ru/technology/news/2025/12/16/1163560-f6-v-2025-godu","https://cdn.vdmsti.ru/image/2025/9q/jr8ur/normal-plr.jpg","Технологии / Интернет и digital","Politics","1"
"Vedomosti.ru","Производители спецтехники просят дополнительных льгот по займам ФРП","Артем Гришков","2025-12-05T00:46:54","https://www.vedomosti.ru/business/articles/2025/12/05/1160714-proizvoditeli-spetstehniki-prosyat-dopolnitelnih-lgot","https://cdn.vdmsti.ru/image/2025/9e/1ejjc9/normal-1ti6.png","Бизнес / Транспорт","Politics","1"
"Vedomosti.ru","«Домодедово» первым из аэропортов в России получило сертификат China Friendly","Ведомости","2025-12-23T13:21:25","https://www.vedomosti.ru/business/news/2025/12/23/1165676-domodedovo-poluchil-sertifikat","https://cdn.vdmsti.ru/image/2025/9x/s94lk/normal-10m7.jpg","Бизнес / Транспорт","Politics","3"
"Lenta.ru","""Какие бывают категории водительских прав? Виды и расшифровка, как получить в 2026 году""","Софья Попова","2025-12-17T10:20:00","https://lenta.ru/articles/2025/12/17/kategorii-voditelskih-prav/","https://icdn.lenta.ru/images/2024/03/25/17/20240325172419964/pic_db1b6d481a26203664764b289609ff18.jpg","Россия","Science and tech","1"
"RT","Angelina Jolie’s driver reveals details of being ‘deceived’ into Ukrainian army","RT","2025-11-09T21:25:42","https://www.rt.com/pop-culture/627546-angelina-jolie-driver-deceived-conscripted/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/691100bd2030271309448710.jpg","Поп-культура","Politics","1"
"Vedomosti.ru","«Царское Село»: редкости императорского дворца","Анна Нехаева","2025-12-05T00:22:07","https://www.vedomosti.ru/opinion/columns/2025/12/05/1160684-tsarskoe-selo-redkosti-imperatorskogo-dvortsa","https://cdn.vdmsti.ru/image/2025/9e/1c60uz/normal-1qfa.jpg","Мнения","Unknown","1"
"Lenta.ru","Армия России нанесла ответный массированный удар по объектам Украины","Сергей Истомин","2025-12-23T12:37:00","https://lenta.ru/news/2025/12/23/armiya-rossii-nanesla-otvetnyy-massirovannyy-udar-po-ob-ektam-ukrainy/","https://icdn.lenta.ru/images/2025/12/23/12/20251223124016236/pic_ad2745976b0175f0dfc391ff23c2bab5.jpg","Россия","Politics","3"
"RT","EU loan to Ukraine pushing bloc ‘into war’ with Russia – Orban","RT","2025-12-20T21:10:51","https://www.rt.com/news/629827-eu-loan-ukraine-war-orban/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694706b720302701e23f78c6.jpg","Новости","Politics","1"
"Vedomosti.ru","Крупная российская МФО начала выдавать микрозаймы трудовым мигрантам","Наталья Заруцкая","2025-11-21T01:32:31","https://www.vedomosti.ru/finance/articles/2025/11/21/1156820-krupnaya-rossiiskaya-mfo-nachala-vidavat-mikrozaimi-trudovim-migrantam","https://cdn.vdmsti.ru/image/2025/91/2i02/normal-38.jpg","Финансы","Politics","1"
"Vedomosti.ru","Навстречу испытаниям","Роман Романов","2025-11-06T01:19:47","https://www.vedomosti.ru/opinion/columns/2025/11/06/1152519-navstrechu-ispitaniyam","https://cdn.vdmsti.ru/image/2025/8l/1ctlme/normal-1r9u.jpg","Мнения","Politics","1"
"Vedomosti.ru","«Соллерс» объявил о старте продаж полноприводных пикапов Sollers ST9","Ведомости","2025-10-02T12:24:10","https://www.vedomosti.ru/auto/news/2025/10/02/1143682-o-starte-sollers","https://cdn.vdmsti.ru/image/2025/7n/pk9i8/normal-x4n.jpg","Авто","Culture","1"
"Vedomosti.ru","Интуиция не подводит","Артем Зюрюкин","2025-11-13T00:10:23","https://www.vedomosti.ru/opinion/columns/2025/11/13/1154454-intuitsiya-ne-podvodit","https://cdn.vdmsti.ru/image/2025/8s/1dtwy7/normal-1skw.jpg","Мнения","Unknown","1"
"Vedomosti.ru","Минфин привлечет 100 млрд рублей от продажи изъятого имущества","Ведомости","2025-12-03T10:53:16","https://www.vedomosti.ru/finance/news/2025/12/03/1160137-100-mlrd-rublei","https://cdn.vdmsti.ru/image/2025/9d/mxw5k/normal-tqd.jpg","Финансы","Politics","1"
"Vedomosti.ru","Малайзия призвала Камбоджу и Таиланд урегулировать конфликт на площадке АСЕАН","Ведомости","2025-12-21T13:44:04","https://www.vedomosti.ru/politics/news/2025/12/21/1165080-malaiziya-prizvala-kambodzhu","","Политика / Международные отношения","Politics","2"
"TASS","Обновленный план гражданского судостроения включает строительство 219 судов для лизинга","","2025-12-23T20:13:30","https://tass.ru/ekonomika/25999965","","Экономика и бизнес","Economics","4"
"Vedomosti.ru","«Ступин и его ученики»: самородки Арзамаса","Анна Нехаева","2025-08-29T01:04:08","https://www.vedomosti.ru/opinion/columns/2025/08/29/1134944-stupin-i-ego-ucheniki-samorodki-arzamasa","https://cdn.vdmsti.ru/image/2025/6o/16z8qx/normal-1jp9.jpg","Мнения","Unknown","1"
"Lenta.ru","Российские войска заняли населенный пункт в зоне СВО","Никита Абрамов","2025-12-22T13:03:00","https://lenta.ru/news/2025/12/22/rossiyskie-voyska-zanyali-naselennyy-punkt-v-zone-svo/","https://icdn.lenta.ru/images/2025/12/22/13/20251222130055742/pic_3977e65bbeafb83459b70586d591583f.jpg","Россия","Politics","2"
"Vedomosti.ru","Более 70% россиян продолжают общение по работе во время отпуска","София Векслер","2025-09-02T13:01:39","https://www.vedomosti.ru/management/articles/2025/09/02/1135828-bolee-70-rossiyan","https://cdn.vdmsti.ru/image/2025/6t/lv0we/normal-sbz.jpg","Менеджмент","Politics","1"
"Vedomosti.ru","Разошлись по швам: как ссора братьев Дасслеров создала Adidas и Puma","Оксана Глебова","2025-11-03T09:21:23","https://www.vedomosti.ru/lifestyle/articles/2025/11/03/1151731-ssora-bratev-dasslerov-sozdala","https://cdn.vdmsti.ru/image/2025/8h/tt7xz/normal-12mx.jpg","Стиль жизни / Спорт","Sport","1"
"Vedomosti.ru","Минпромторг увеличит скидки по механизмам поддержки спроса на автомобили","Ведомости","2025-07-02T12:20:34","https://www.vedomosti.ru/auto/news/2025/07/02/1121518-minpromtorg-uvelichit","https://cdn.vdmsti.ru/image/2025/53/qcm29/normal-y5h.png","Авто / Автомобильная промышленность","Economics","1"
